date,description,amount,currency,labeled_category
2026-05-25,ONLINE WATER UTILITY AUTOPAY ACCT 100556,$52.92,USD,Utilities
2026-06-26,CARD 6/26 CVS PHARMACY 1557 PALO ALTO CA,$79.35,USD,Healthcare
2026-07-27,CARD 7/27 TARGET T-1558 SUNNYVALE CA,$23.72,USD,Misc
2026-08-28,POS 8/28 DOORDASH ORDER 100559 21:13,$19.91,USD,Food
2026-09-01,ACH PGANDE ELECTRIC BILL ACCT 100560,$42.00,USD,Utilities
2026-10-02,CARD 10/2 UBER TRIP HELP.UBER.COM REF 100561,$7.88,USD,Transport
2026-11-03,CARD 11/3 WHOLE FOODS MARKET 1562 CUPERTINO CA,$72.08,USD,Food
2026-12-04,POS 12/4 UNKNOWN MERCHANT ONLINE REF 100563,$16.96,USD,Uncategorized
2026-01-05,CARD 1/5 STARBUCKS #1564 SAN JOSE CA REF 100564,$7.08,USD,Food
2026-02-06,DEBIT 2/6 NETFLIX.COM MONTHLY REF 100565,$21.65,USD,Luxuries
2026-03-07,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100566,$1460.00,USD,Rent
2026-04-08,CARD 4/8 SHELL OIL 1567 MOUNTAIN VIEW CA,$34.41,USD,Transport
2026-05-09,ONLINE WATER UTILITY AUTOPAY ACCT 100568,$66.36,USD,Utilities
2026-06-10,CARD 6/10 CVS PHARMACY 1569 PALO ALTO CA,$18.45,USD,Healthcare
2026-07-11,CARD 7/11 TARGET T-1570 SUNNYVALE CA,$36.80,USD,Misc
2026-08-12,POS 8/12 DOORDASH ORDER 100571 9:37,$31.79,USD,Food
2026-09-13,ACH PGANDE ELECTRIC BILL ACCT 100572,$57.72,USD,Utilities
2026-10-14,CARD 10/14 UBER TRIP HELP.UBER.COM REF 100573,$18.44,USD,Transport
2026-11-15,CARD 11/15 WHOLE FOODS MARKET 1574 CUPERTINO CA,$86.96,USD,Food
2026-12-16,POS 12/16 UNKNOWN MERCHANT ONLINE REF 100575,$28.00,USD,Uncategorized
2026-01-17,CARD 1/17 STARBUCKS #1576 SAN JOSE CA REF 100576,$16.32,USD,Food
2026-02-18,DEBIT 2/18 NETFLIX.COM MONTHLY REF 100577,$9.82,USD,Luxuries
2026-03-19,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100578,$1120.00,USD,Rent
2026-04-20,CARD 4/20 SHELL OIL 1579 MOUNTAIN VIEW CA,$44.37,USD,Transport
2026-05-21,ONLINE WATER UTILITY AUTOPAY ACCT 100580,$79.80,USD,Utilities
2026-06-22,CARD 6/22 CVS PHARMACY 1581 PALO ALTO CA,$31.05,USD,Healthcare
2026-07-23,CARD 7/23 TARGET T-1582 SUNNYVALE CA,$49.88,USD,Misc
2026-08-24,POS 8/24 DOORDASH ORDER 100583 21:1,$43.67,USD,Food
2026-09-25,ACH PGANDE ELECTRIC BILL ACCT 100584,$73.44,USD,Utilities
2026-10-26,CARD 10/26 UBER TRIP HELP.UBER.COM REF 100585,$29.00,USD,Transport
2026-11-27,CARD 11/27 WHOLE FOODS MARKET 1586 CUPERTINO CA,$101.84,USD,Food
2026-12-28,POS 12/28 UNKNOWN MERCHANT ONLINE REF 100587,$39.04,USD,Uncategorized
2026-01-01,CARD 1/1 STARBUCKS #1588 SAN JOSE CA REF 100588,$25.56,USD,Food
2026-02-02,DEBIT 2/2 NETFLIX.COM MONTHLY REF 100589,$20.74,USD,Luxuries
2026-03-03,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100590,$1460.00,USD,Rent
2026-04-04,CARD 4/4 SHELL OIL 1591 MOUNTAIN VIEW CA,$16.98,USD,Transport
2026-05-05,ONLINE WATER UTILITY AUTOPAY ACCT 100592,$93.24,USD,Utilities
2026-06-06,CARD 6/6 CVS PHARMACY 1593 PALO ALTO CA,$43.65,USD,Healthcare
2026-07-07,CARD 7/7 TARGET T-1594 SUNNYVALE CA,$62.96,USD,Misc
2026-08-08,POS 8/8 DOORDASH ORDER 100595 9:25,$55.55,USD,Food
2026-09-09,ACH PGANDE ELECTRIC BILL ACCT 100596,$89.16,USD,Utilities
2026-10-10,CARD 10/10 UBER TRIP HELP.UBER.COM REF 100597,$8.76,USD,Transport
2026-11-11,CARD 11/11 WHOLE FOODS MARKET 1598 CUPERTINO CA,$116.72,USD,Food
2026-12-12,POS 12/12 UNKNOWN MERCHANT ONLINE REF 100599,$50.08,USD,Uncategorized
2026-01-13,CARD 1/13 STARBUCKS #1600 SAN JOSE CA REF 100600,$4.00,USD,Food
2026-02-14,DEBIT 2/14 NETFLIX.COM MONTHLY REF 100601,$8.91,USD,Luxuries
2026-03-15,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100602,$1120.00,USD,Rent
2026-04-16,CARD 4/16 SHELL OIL 1603 MOUNTAIN VIEW CA,$26.94,USD,Transport
2026-05-17,ONLINE WATER UTILITY AUTOPAY ACCT 100604,$39.48,USD,Utilities
2026-06-18,CARD 6/18 CVS PHARMACY 1605 PALO ALTO CA,$56.25,USD,Healthcare
2026-07-19,CARD 7/19 TARGET T-1606 SUNNYVALE CA,$76.04,USD,Misc
2026-08-20,POS 8/20 DOORDASH ORDER 100607 21:49,$17.93,USD,Food
2026-09-21,ACH PGANDE ELECTRIC BILL ACCT 100608,$104.88,USD,Utilities
2026-10-22,CARD 10/22 UBER TRIP HELP.UBER.COM REF 100609,$19.32,USD,Transport
2026-11-23,CARD 11/23 WHOLE FOODS MARKET 1610 CUPERTINO CA,$131.60,USD,Food
2026-12-24,POS 12/24 UNKNOWN MERCHANT ONLINE REF 100611,$10.52,USD,Uncategorized
2026-01-25,CARD 1/25 STARBUCKS #1612 SAN JOSE CA REF 100612,$13.24,USD,Food
2026-02-26,DEBIT 2/26 NETFLIX.COM MONTHLY REF 100613,$19.83,USD,Luxuries
2026-03-27,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100614,$1460.00,USD,Rent
2026-04-28,CARD 4/28 SHELL OIL 1615 MOUNTAIN VIEW CA,$36.90,USD,Transport
2026-05-01,ONLINE WATER UTILITY AUTOPAY ACCT 100616,$52.92,USD,Utilities
2026-06-02,CARD 6/2 CVS PHARMACY 1617 PALO ALTO CA,$68.85,USD,Healthcare
2026-07-03,CARD 7/3 TARGET T-1618 SUNNYVALE CA,$89.12,USD,Misc
2026-08-04,POS 8/4 DOORDASH ORDER 100619 9:13,$29.81,USD,Food
2026-09-05,ACH PGANDE ELECTRIC BILL ACCT 100620,$120.60,USD,Utilities
2026-10-06,CARD 10/6 UBER TRIP HELP.UBER.COM REF 100621,$29.88,USD,Transport
2026-11-07,CARD 11/7 WHOLE FOODS MARKET 1622 CUPERTINO CA,$146.48,USD,Food
2026-12-08,POS 12/8 UNKNOWN MERCHANT ONLINE REF 100623,$21.56,USD,Uncategorized
2026-01-09,CARD 1/9 STARBUCKS #1624 SAN JOSE CA REF 100624,$22.48,USD,Food
2026-02-10,DEBIT 2/10 NETFLIX.COM MONTHLY REF 100625,$8.00,USD,Luxuries
2026-03-11,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100626,$1120.00,USD,Rent
2026-04-12,CARD 4/12 SHELL OIL 1627 MOUNTAIN VIEW CA,$46.86,USD,Transport
2026-05-13,ONLINE WATER UTILITY AUTOPAY ACCT 100628,$66.36,USD,Utilities
2026-06-14,CARD 6/14 CVS PHARMACY 1629 PALO ALTO CA,$81.45,USD,Healthcare
2026-07-15,CARD 7/15 TARGET T-1630 SUNNYVALE CA,$102.20,USD,Misc
2026-08-16,POS 8/16 DOORDASH ORDER 100631 21:37,$41.69,USD,Food
2026-09-17,ACH PGANDE ELECTRIC BILL ACCT 100632,$136.32,USD,Utilities
2026-10-18,CARD 10/18 UBER TRIP HELP.UBER.COM REF 100633,$9.64,USD,Transport
2026-11-19,CARD 11/19 WHOLE FOODS MARKET 1634 CUPERTINO CA,$161.36,USD,Food
2026-12-20,POS 12/20 UNKNOWN MERCHANT ONLINE REF 100635,$32.60,USD,Uncategorized
2026-01-21,CARD 1/21 STARBUCKS #1636 SAN JOSE CA REF 100636,$31.72,USD,Food
2026-02-22,DEBIT 2/22 NETFLIX.COM MONTHLY REF 100637,$18.92,USD,Luxuries
2026-03-23,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100638,$1460.00,USD,Rent
2026-04-24,CARD 4/24 SHELL OIL 1639 MOUNTAIN VIEW CA,$19.47,USD,Transport
2026-05-25,ONLINE WATER UTILITY AUTOPAY ACCT 100640,$79.80,USD,Utilities
2026-06-26,CARD 6/26 CVS PHARMACY 1641 PALO ALTO CA,$20.55,USD,Healthcare
2026-07-27,CARD 7/27 TARGET T-1642 SUNNYVALE CA,$115.28,USD,Misc
2026-08-28,POS 8/28 DOORDASH ORDER 100643 9:1,$53.57,USD,Food
2026-09-01,ACH PGANDE ELECTRIC BILL ACCT 100644,$47.24,USD,Utilities
2026-10-02,CARD 10/2 UBER TRIP HELP.UBER.COM REF 100645,$20.20,USD,Transport
2026-11-03,CARD 11/3 WHOLE FOODS MARKET 1646 CUPERTINO CA,$176.24,USD,Food
2026-12-04,POS 12/4 UNKNOWN MERCHANT ONLINE REF 100647,$43.64,USD,Uncategorized
2026-01-05,CARD 1/5 STARBUCKS #1648 SAN JOSE CA REF 100648,$10.16,USD,Food
2026-02-06,DEBIT 2/6 NETFLIX.COM MONTHLY REF 100649,$29.84,USD,Luxuries
2026-03-07,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100650,$1120.00,USD,Rent
2026-04-08,CARD 4/8 SHELL OIL 1651 MOUNTAIN VIEW CA,$29.43,USD,Transport
2026-05-09,ONLINE WATER UTILITY AUTOPAY ACCT 100652,$93.24,USD,Utilities
2026-06-10,CARD 6/10 CVS PHARMACY 1653 PALO ALTO CA,$33.15,USD,Healthcare
2026-07-11,CARD 7/11 TARGET T-1654 SUNNYVALE CA,$128.36,USD,Misc
2026-08-12,POS 8/12 DOORDASH ORDER 100655 21:25,$15.95,USD,Food
2026-09-13,ACH PGANDE ELECTRIC BILL ACCT 100656,$62.96,USD,Utilities
2026-10-14,CARD 10/14 UBER TRIP HELP.UBER.COM REF 100657,$30.76,USD,Transport
2026-11-15,CARD 11/15 WHOLE FOODS MARKET 1658 CUPERTINO CA,$29.92,USD,Food
2026-12-16,POS 12/16 UNKNOWN MERCHANT ONLINE REF 100659,$54.68,USD,Uncategorized
2026-01-17,CARD 1/17 STARBUCKS #1660 SAN JOSE CA REF 100660,$19.40,USD,Food
2026-02-18,DEBIT 2/18 NETFLIX.COM MONTHLY REF 100661,$18.01,USD,Luxuries
2026-03-19,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100662,$1460.00,USD,Rent
2026-04-20,CARD 4/20 SHELL OIL 1663 MOUNTAIN VIEW CA,$39.39,USD,Transport
2026-05-21,ONLINE WATER UTILITY AUTOPAY ACCT 100664,$39.48,USD,Utilities
2026-06-22,CARD 6/22 CVS PHARMACY 1665 PALO ALTO CA,$45.75,USD,Healthcare
2026-07-23,CARD 7/23 TARGET T-1666 SUNNYVALE CA,$21.54,USD,Misc
2026-08-24,POS 8/24 DOORDASH ORDER 100667 9:49,$27.83,USD,Food
2026-09-25,ACH PGANDE ELECTRIC BILL ACCT 100668,$78.68,USD,Utilities
2026-10-26,CARD 10/26 UBER TRIP HELP.UBER.COM REF 100669,$10.52,USD,Transport
2026-11-27,CARD 11/27 WHOLE FOODS MARKET 1670 CUPERTINO CA,$44.80,USD,Food
2026-12-28,POS 12/28 UNKNOWN MERCHANT ONLINE REF 100671,$15.12,USD,Uncategorized
2026-01-01,CARD 1/1 STARBUCKS #1672 SAN JOSE CA REF 100672,$28.64,USD,Food
2026-02-02,DEBIT 2/2 NETFLIX.COM MONTHLY REF 100673,$28.93,USD,Luxuries
2026-03-03,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100674,$1120.00,USD,Rent
2026-04-04,CARD 4/4 SHELL OIL 1675 MOUNTAIN VIEW CA,$12.00,USD,Transport
2026-05-05,ONLINE WATER UTILITY AUTOPAY ACCT 100676,$52.92,USD,Utilities
2026-06-06,CARD 6/6 CVS PHARMACY 1677 PALO ALTO CA,$58.35,USD,Healthcare
2026-07-07,CARD 7/7 TARGET T-1678 SUNNYVALE CA,$34.62,USD,Misc
2026-08-08,POS 8/8 DOORDASH ORDER 100679 21:13,$39.71,USD,Food
2026-09-09,ACH PGANDE ELECTRIC BILL ACCT 100680,$94.40,USD,Utilities
2026-10-10,CARD 10/10 UBER TRIP HELP.UBER.COM REF 100681,$21.08,USD,Transport
2026-11-11,CARD 11/11 WHOLE FOODS MARKET 1682 CUPERTINO CA,$59.68,USD,Food
2026-12-12,POS 12/12 UNKNOWN MERCHANT ONLINE REF 100683,$26.16,USD,Uncategorized
2026-01-13,CARD 1/13 STARBUCKS #1684 SAN JOSE CA REF 100684,$7.08,USD,Food
2026-02-14,DEBIT 2/14 NETFLIX.COM MONTHLY REF 100685,$17.10,USD,Luxuries
2026-03-15,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100686,$1460.00,USD,Rent
2026-04-16,CARD 4/16 SHELL OIL 1687 MOUNTAIN VIEW CA,$21.96,USD,Transport
2026-05-17,ONLINE WATER UTILITY AUTOPAY ACCT 100688,$66.36,USD,Utilities
2026-06-18,CARD 6/18 CVS PHARMACY 1689 PALO ALTO CA,$70.95,USD,Healthcare
2026-07-19,CARD 7/19 TARGET T-1690 SUNNYVALE CA,$47.70,USD,Misc
2026-08-20,POS 8/20 DOORDASH ORDER 100691 9:37,$51.59,USD,Food
2026-09-21,ACH PGANDE ELECTRIC BILL ACCT 100692,$110.12,USD,Utilities
2026-10-22,CARD 10/22 UBER TRIP HELP.UBER.COM REF 100693,$31.64,USD,Transport
2026-11-23,CARD 11/23 WHOLE FOODS MARKET 1694 CUPERTINO CA,$74.56,USD,Food
2026-12-24,POS 12/24 UNKNOWN MERCHANT ONLINE REF 100695,$37.20,USD,Uncategorized
2026-01-25,CARD 1/25 STARBUCKS #1696 SAN JOSE CA REF 100696,$16.32,USD,Food
2026-02-26,DEBIT 2/26 NETFLIX.COM MONTHLY REF 100697,$28.02,USD,Luxuries
2026-03-27,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100698,$1120.00,USD,Rent
2026-04-28,CARD 4/28 SHELL OIL 1699 MOUNTAIN VIEW CA,$31.92,USD,Transport
2026-05-01,ONLINE WATER UTILITY AUTOPAY ACCT 100700,$79.80,USD,Utilities
2026-06-02,CARD 6/2 CVS PHARMACY 1701 PALO ALTO CA,$10.05,USD,Healthcare
2026-07-03,CARD 7/3 TARGET T-1702 SUNNYVALE CA,$60.78,USD,Misc
2026-08-04,POS 8/4 DOORDASH ORDER 100703 21:1,$13.97,USD,Food
2026-09-05,ACH PGANDE ELECTRIC BILL ACCT 100704,$125.84,USD,Utilities
2026-10-06,CARD 10/6 UBER TRIP HELP.UBER.COM REF 100705,$11.40,USD,Transport
2026-11-07,CARD 11/7 WHOLE FOODS MARKET 1706 CUPERTINO CA,$89.44,USD,Food
2026-12-08,POS 12/8 UNKNOWN MERCHANT ONLINE REF 100707,$48.24,USD,Uncategorized
2026-01-09,CARD 1/9 STARBUCKS #1708 SAN JOSE CA REF 100708,$25.56,USD,Food
2026-02-10,DEBIT 2/10 NETFLIX.COM MONTHLY REF 100709,$16.19,USD,Luxuries
2026-03-11,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100710,$1460.00,USD,Rent
2026-04-12,CARD 4/12 SHELL OIL 1711 MOUNTAIN VIEW CA,$41.88,USD,Transport
2026-05-13,ONLINE WATER UTILITY AUTOPAY ACCT 100712,$93.24,USD,Utilities
2026-06-14,CARD 6/14 CVS PHARMACY 1713 PALO ALTO CA,$22.65,USD,Healthcare
2026-07-15,CARD 7/15 TARGET T-1714 SUNNYVALE CA,$73.86,USD,Misc
2026-08-16,POS 8/16 DOORDASH ORDER 100715 9:25,$25.85,USD,Food
2026-09-17,ACH PGANDE ELECTRIC BILL ACCT 100716,$141.56,USD,Utilities
2026-10-18,CARD 10/18 UBER TRIP HELP.UBER.COM REF 100717,$21.96,USD,Transport
2026-11-19,CARD 11/19 WHOLE FOODS MARKET 1718 CUPERTINO CA,$104.32,USD,Food
2026-12-20,POS 12/20 UNKNOWN MERCHANT ONLINE REF 100719,$8.68,USD,Uncategorized
2026-01-21,CARD 1/21 STARBUCKS #1720 SAN JOSE CA REF 100720,$4.00,USD,Food
2026-02-22,DEBIT 2/22 NETFLIX.COM MONTHLY REF 100721,$27.11,USD,Luxuries
2026-03-23,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100722,$1120.00,USD,Rent
2026-04-24,CARD 4/24 SHELL OIL 1723 MOUNTAIN VIEW CA,$14.49,USD,Transport
2026-05-25,ONLINE WATER UTILITY AUTOPAY ACCT 100724,$39.48,USD,Utilities
2026-06-26,CARD 6/26 CVS PHARMACY 1725 PALO ALTO CA,$35.25,USD,Healthcare
2026-07-27,CARD 7/27 TARGET T-1726 SUNNYVALE CA,$86.94,USD,Misc
2026-08-28,POS 8/28 DOORDASH ORDER 100727 21:49,$37.73,USD,Food
2026-09-01,ACH PGANDE ELECTRIC BILL ACCT 100728,$52.48,USD,Utilities
2026-10-02,CARD 10/2 UBER TRIP HELP.UBER.COM REF 100729,$32.52,USD,Transport
2026-11-03,CARD 11/3 WHOLE FOODS MARKET 1730 CUPERTINO CA,$119.20,USD,Food
2026-12-04,POS 12/4 UNKNOWN MERCHANT ONLINE REF 100731,$19.72,USD,Uncategorized
2026-01-05,CARD 1/5 STARBUCKS #1732 SAN JOSE CA REF 100732,$13.24,USD,Food
2026-02-06,DEBIT 2/6 NETFLIX.COM MONTHLY REF 100733,$15.28,USD,Luxuries
2026-03-07,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100734,$1460.00,USD,Rent
2026-04-08,CARD 4/8 SHELL OIL 1735 MOUNTAIN VIEW CA,$24.45,USD,Transport
2026-05-09,ONLINE WATER UTILITY AUTOPAY ACCT 100736,$52.92,USD,Utilities
2026-06-10,CARD 6/10 CVS PHARMACY 1737 PALO ALTO CA,$47.85,USD,Healthcare
2026-07-11,CARD 7/11 TARGET T-1738 SUNNYVALE CA,$100.02,USD,Misc
2026-08-12,POS 8/12 DOORDASH ORDER 100739 9:13,$49.61,USD,Food
2026-09-13,ACH PGANDE ELECTRIC BILL ACCT 100740,$68.20,USD,Utilities
2026-10-14,CARD 10/14 UBER TRIP HELP.UBER.COM REF 100741,$12.28,USD,Transport
2026-11-15,CARD 11/15 WHOLE FOODS MARKET 1742 CUPERTINO CA,$134.08,USD,Food
2026-12-16,POS 12/16 UNKNOWN MERCHANT ONLINE REF 100743,$30.76,USD,Uncategorized
2026-01-17,CARD 1/17 STARBUCKS #1744 SAN JOSE CA REF 100744,$22.48,USD,Food
2026-02-18,DEBIT 2/18 NETFLIX.COM MONTHLY REF 100745,$26.20,USD,Luxuries
2026-03-19,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100746,$1120.00,USD,Rent
2026-04-20,CARD 4/20 SHELL OIL 1747 MOUNTAIN VIEW CA,$34.41,USD,Transport
2026-05-21,ONLINE WATER UTILITY AUTOPAY ACCT 100748,$66.36,USD,Utilities
2026-06-22,CARD 6/22 CVS PHARMACY 1749 PALO ALTO CA,$60.45,USD,Healthcare
2026-07-23,CARD 7/23 TARGET T-1750 SUNNYVALE CA,$113.10,USD,Misc
2026-08-24,POS 8/24 DOORDASH ORDER 100751 21:37,$11.99,USD,Food
2026-09-25,ACH PGANDE ELECTRIC BILL ACCT 100752,$83.92,USD,Utilities
2026-10-26,CARD 10/26 UBER TRIP HELP.UBER.COM REF 100753,$22.84,USD,Transport
2026-11-27,CARD 11/27 WHOLE FOODS MARKET 1754 CUPERTINO CA,$148.96,USD,Food
2026-12-28,POS 12/28 UNKNOWN MERCHANT ONLINE REF 100755,$41.80,USD,Uncategorized
2026-01-01,CARD 1/1 STARBUCKS #1756 SAN JOSE CA REF 100756,$31.72,USD,Food
2026-02-02,DEBIT 2/2 NETFLIX.COM MONTHLY REF 100757,$14.37,USD,Luxuries
2026-03-03,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100758,$1460.00,USD,Rent
2026-04-04,CARD 4/4 SHELL OIL 1759 MOUNTAIN VIEW CA,$44.37,USD,Transport
2026-05-05,ONLINE WATER UTILITY AUTOPAY ACCT 100760,$79.80,USD,Utilities
2026-06-06,CARD 6/6 CVS PHARMACY 1761 PALO ALTO CA,$73.05,USD,Healthcare
2026-07-07,CARD 7/7 TARGET T-1762 SUNNYVALE CA,$126.18,USD,Misc
2026-08-08,POS 8/8 DOORDASH ORDER 100763 9:1,$23.87,USD,Food
2026-09-09,ACH PGANDE ELECTRIC BILL ACCT 100764,$99.64,USD,Utilities
2026-10-10,CARD 10/10 UBER TRIP HELP.UBER.COM REF 100765,$33.40,USD,Transport
2026-11-11,CARD 11/11 WHOLE FOODS MARKET 1766 CUPERTINO CA,$163.84,USD,Food
2026-12-12,POS 12/12 UNKNOWN MERCHANT ONLINE REF 100767,$52.84,USD,Uncategorized
2026-01-13,CARD 1/13 STARBUCKS #1768 SAN JOSE CA REF 100768,$10.16,USD,Food
2026-02-14,DEBIT 2/14 NETFLIX.COM MONTHLY REF 100769,$25.29,USD,Luxuries
2026-03-15,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100770,$1120.00,USD,Rent
2026-04-16,CARD 4/16 SHELL OIL 1771 MOUNTAIN VIEW CA,$16.98,USD,Transport
2026-05-17,ONLINE WATER UTILITY AUTOPAY ACCT 100772,$93.24,USD,Utilities
2026-06-18,CARD 6/18 CVS PHARMACY 1773 PALO ALTO CA,$12.15,USD,Healthcare
2026-07-19,CARD 7/19 TARGET T-1774 SUNNYVALE CA,$19.36,USD,Misc
2026-08-20,POS 8/20 DOORDASH ORDER 100775 21:25,$35.75,USD,Food
2026-09-21,ACH PGANDE ELECTRIC BILL ACCT 100776,$115.36,USD,Utilities
2026-10-22,CARD 10/22 UBER TRIP HELP.UBER.COM REF 100777,$13.16,USD,Transport
2026-11-23,CARD 11/23 WHOLE FOODS MARKET 1778 CUPERTINO CA,$178.72,USD,Food
2026-12-24,POS 12/24 UNKNOWN MERCHANT ONLINE REF 100779,$13.28,USD,Uncategorized
2026-01-25,CARD 1/25 STARBUCKS #1780 SAN JOSE CA REF 100780,$19.40,USD,Food
2026-02-26,DEBIT 2/26 NETFLIX.COM MONTHLY REF 100781,$13.46,USD,Luxuries
2026-03-27,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100782,$1460.00,USD,Rent
2026-04-28,CARD 4/28 SHELL OIL 1783 MOUNTAIN VIEW CA,$26.94,USD,Transport
2026-05-01,ONLINE WATER UTILITY AUTOPAY ACCT 100784,$39.48,USD,Utilities
2026-06-02,CARD 6/2 CVS PHARMACY 1785 PALO ALTO CA,$24.75,USD,Healthcare
2026-07-03,CARD 7/3 TARGET T-1786 SUNNYVALE CA,$32.44,USD,Misc
2026-08-04,POS 8/4 DOORDASH ORDER 100787 9:49,$47.63,USD,Food
2026-09-05,ACH PGANDE ELECTRIC BILL ACCT 100788,$131.08,USD,Utilities
2026-10-06,CARD 10/6 UBER TRIP HELP.UBER.COM REF 100789,$23.72,USD,Transport
2026-11-07,CARD 11/7 WHOLE FOODS MARKET 1790 CUPERTINO CA,$32.40,USD,Food
2026-12-08,POS 12/8 UNKNOWN MERCHANT ONLINE REF 100791,$24.32,USD,Uncategorized
2026-01-09,CARD 1/9 STARBUCKS #1792 SAN JOSE CA REF 100792,$28.64,USD,Food
2026-02-10,DEBIT 2/10 NETFLIX.COM MONTHLY REF 100793,$24.38,USD,Luxuries
2026-03-11,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100794,$1120.00,USD,Rent
2026-04-12,CARD 4/12 SHELL OIL 1795 MOUNTAIN VIEW CA,$36.90,USD,Transport
2026-05-13,ONLINE WATER UTILITY AUTOPAY ACCT 100796,$52.92,USD,Utilities
2026-06-14,CARD 6/14 CVS PHARMACY 1797 PALO ALTO CA,$37.35,USD,Healthcare
2026-07-15,CARD 7/15 TARGET T-1798 SUNNYVALE CA,$45.52,USD,Misc
2026-08-16,POS 8/16 DOORDASH ORDER 100799 21:13,$59.51,USD,Food
2026-09-17,ACH PGANDE ELECTRIC BILL ACCT 100800,$42.00,USD,Utilities
2026-10-18,CARD 10/18 UBER TRIP HELP.UBER.COM REF 100801,$34.28,USD,Transport
2026-11-19,CARD 11/19 WHOLE FOODS MARKET 1802 CUPERTINO CA,$47.28,USD,Food
2026-12-20,POS 12/20 UNKNOWN MERCHANT ONLINE REF 100803,$35.36,USD,Uncategorized
2026-01-21,CARD 1/21 STARBUCKS #1804 SAN JOSE CA REF 100804,$7.08,USD,Food
2026-02-22,DEBIT 2/22 NETFLIX.COM MONTHLY REF 100805,$12.55,USD,Luxuries
2026-03-23,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100806,$1460.00,USD,Rent
2026-04-24,CARD 4/24 SHELL OIL 1807 MOUNTAIN VIEW CA,$46.86,USD,Transport
2026-05-25,ONLINE WATER UTILITY AUTOPAY ACCT 100808,$66.36,USD,Utilities
2026-06-26,CARD 6/26 CVS PHARMACY 1809 PALO ALTO CA,$49.95,USD,Healthcare
2026-07-27,CARD 7/27 TARGET T-1810 SUNNYVALE CA,$58.60,USD,Misc
2026-08-28,POS 8/28 DOORDASH ORDER 100811 9:37,$21.89,USD,Food
2026-09-01,ACH PGANDE ELECTRIC BILL ACCT 100812,$57.72,USD,Utilities
2026-10-02,CARD 10/2 UBER TRIP HELP.UBER.COM REF 100813,$14.04,USD,Transport
2026-11-03,CARD 11/3 WHOLE FOODS MARKET 1814 CUPERTINO CA,$62.16,USD,Food
2026-12-04,POS 12/4 UNKNOWN MERCHANT ONLINE REF 100815,$46.40,USD,Uncategorized
2026-01-05,CARD 1/5 STARBUCKS #1816 SAN JOSE CA REF 100816,$16.32,USD,Food
2026-02-06,DEBIT 2/6 NETFLIX.COM MONTHLY REF 100817,$23.47,USD,Luxuries
2026-03-07,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100818,$1120.00,USD,Rent
2026-04-08,CARD 4/8 SHELL OIL 1819 MOUNTAIN VIEW CA,$19.47,USD,Transport
2026-05-09,ONLINE WATER UTILITY AUTOPAY ACCT 100820,$79.80,USD,Utilities
2026-06-10,CARD 6/10 CVS PHARMACY 1821 PALO ALTO CA,$62.55,USD,Healthcare
2026-07-11,CARD 7/11 TARGET T-1822 SUNNYVALE CA,$71.68,USD,Misc
2026-08-12,POS 8/12 DOORDASH ORDER 100823 21:1,$33.77,USD,Food
2026-09-13,ACH PGANDE ELECTRIC BILL ACCT 100824,$73.44,USD,Utilities
2026-10-14,CARD 10/14 UBER TRIP HELP.UBER.COM REF 100825,$24.60,USD,Transport
2026-11-15,CARD 11/15 WHOLE FOODS MARKET 1826 CUPERTINO CA,$77.04,USD,Food
2026-12-16,POS 12/16 UNKNOWN MERCHANT ONLINE REF 100827,$6.84,USD,Uncategorized
2026-01-17,CARD 1/17 STARBUCKS #1828 SAN JOSE CA REF 100828,$25.56,USD,Food
2026-02-18,DEBIT 2/18 NETFLIX.COM MONTHLY REF 100829,$11.64,USD,Luxuries
2026-03-19,ACH LANDLORD CORP RENT PAYMENT UNIT 4B REF 100830,$1460.00,USD,Rent
2026-04-20,CARD 4/20 SHELL OIL 1831 MOUNTAIN VIEW CA,$29.43,USD,Transport
2026-05-21,ONLINE WATER UTILITY AUTOPAY ACCT 100832,$93.24,USD,Utilities
2026-06-22,CARD 6/22 CVS PHARMACY 1833 PALO ALTO CA,$75.15,USD,Healthcare
